ID2;id;Barrio;barrio;comuna;Id_Arbol;grupo;nombre_comun;nombre_cientifico;union;familia;vegetacion;edad;perimetro;cobertura;confinamiento;emplazamiento;pb;pap;DAP;DAP2;papdel;papgrueso;altura_fuste;altura_arbol;diferencia;diametro_copa;inclinacion;orientacion;otra_orientacion;fuste;tallos;raiz;raiz_expuesta;copa;densidad_copa;vitalidad;Norte;Este
5129;0199G18264081;199;Aguacatal;1;264081;G18 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.55;1.22;0.39;0.39;0;0;3.5;8.5;5;10;45;Otro;rio;Fuste Unico;1;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873987,34;1058759,52
5130;0199G18264082;199;Aguacatal;1;264082;G18 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.55;1.4;0.45;0.45;0;0;2.4;10;7.6;16;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873997,24;1058760,52
5131;0199G18264083;199;Aguacatal;1;264083;G18 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;2;1.3;0.41;0.41;0;0;2.5;10;7.5;15;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874005,17;1058764,76
5132;0199G18264084;199;Aguacatal;1;264084;G18 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;2;1.4;0.45;0.45;0;0;2;8;6;7.5;45;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;874007,01;1058760,56
5133;0199G18264085;199;Aguacatal;1;264085;G18 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.32;0;0.07;0.07;0.18;0.23;1.5;3;1.5;4;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874008,07;1058761,23
5134;0199G18264086;199;Aguacatal;1;264086;G18 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.6;0;0.05;0.05;0.12;0.17;1.5;3;1.5;4;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874009,85;1058760,25
5135;0199G18264087;199;Aguacatal;1;264087;G18 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.6;0;0.09;0.09;0.25;0.34;2;5;3;5;15;Otro;rio;Fuste Polifurcado;3;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874014,57;1058759,2
5136;0199G18264088;199;Aguacatal;1;264088;G18 ;Guanabano;Annona muricata;Annona muricata (Guanabano);Annonaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.2;0.13;0.04;0.04;0;0;0.5;2.3;1.8;1.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Sano    ;874017,86;1058760,1
5137;0199G18264089;199;Aguacatal;1;264089;G18 ;Cheflera;Schefflera actinophylla;Schefflera actinophylla (Cheflera);Araliaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.4;0;0.06;0.06;0.17;0.2;0.6;3.2;2.6;2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Sano    ;874022,8;1058760,39
5138;0199G18264090;199;Aguacatal;1;264090;G18 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.2;0;0.11;0.11;0.28;0.4;1.5;5.5;4;6;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874023,72;1058758,63
5139;0199G18264091;199;Aguacatal;1;264091;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Juvenil        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.2;0.16;0.05;0.05;0;0;0.8;3;2.2;1;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Sano    ;874028,18;1058759,59
5140;0199G18264092;199;Aguacatal;1;264092;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.1;0;0.04;0.04;0.12;0.16;0.5;3;2.5;1.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;874037,83;1058754,55
5141;0199G18264093;199;Aguacatal;1;264093;G18 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.27;0;0.04;0.04;0.1;0.17;1.5;2;0.5;3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;874038,79;1058756,77
5142;0199G18264094;199;Aguacatal;1;264094;G18 ;Palma botella, Palma imperial, Mapora;Roystonea oleracea;Roystonea oleracea (Palma botella, Palma imperial, Mapora);Arecaceae;Palma;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;2.06;1.6;0.51;0.51;0;0;4.5;9;4.5;7.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;874059,22;1058647,2
5143;0199G18264095;199;Aguacatal;1;264095;G18 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.38;0;0.05;0.05;0.15;0.17;1.5;3.5;2;3;10;Hacia la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;874069,71;1058624,63
5144;0199G18264096;199;Aguacatal;1;264096;G18 ;Amargo, Palo blanco;Simarouba amara;Simarouba amara (Amargo, Palo blanco);Simaroubaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.79;0;0.18;0.18;0.42;0.73;2;6.5;4.5;5;15;Otro;rio;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874065,8;1058624,15
5145;0199G18264097;199;Aguacatal;1;264097;G18 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;2;0;0.08;0.08;0.22;0.28;2;5.5;3.5;4;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;874072,29;1058622,72
5146;0199G18264098;199;Aguacatal;1;264098;G18 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.46;0.4;0.13;0.13;0;0;1.5;10;8.5;7;45;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;874072,97;1058617,31
5147;0199G18264099;199;Aguacatal;1;264099;G18 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.05;0.86;0.27;0.27;0;0;3;10;7;15;45;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;874075,55;1058619,9
5148;0199G18264100;199;Aguacatal;1;264100;G18 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Longevo        ;N/A;Piso duro           ;Si;Anden                              ;0.3;0.26;0.08;0.08;0;0;5.5;7;1.5;3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Irregular      ;Bajo (0 - 33%)      ;Regular ;874079,22;1058618,9
5149;0199G18264101;199;Aguacatal;1;264101;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Longevo        ;N/A;Piso duro           ;Si;Anden                              ;1.22;0.65;0.21;0.21;0;0;1.8;3.5;1.7;0.5;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;Si;Irregular      ;Bajo (0 - 33%)      ;Regular ;874071,5;1058614,57
5150;0199G18264102;199;Aguacatal;1;264102;G18 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.2;1.05;0.33;0.33;0;0;4;12;8;15;25;Otro;rio;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;874068,24;1058615,29
5151;0199G18264103;199;Aguacatal;1;264103;G18 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.5;0.35;0.11;0.11;0;0;0.8;6;5.2;5;25;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874072,05;1058613,38
5152;0199G18264104;199;Aguacatal;1;264104;G18 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.43;0.34;0.11;0.11;0;0;1.5;6;4.5;6.5;35;Otro;rio;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874076,5;1058613,31
5153;0199G18264105;199;Aguacatal;1;264105;G18 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.47;0;0.09;0.09;0.25;0.32;2;6.5;4.5;7;45;Otro;rio;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;874072,7;1058615,8
5154;0199G18264106;199;Aguacatal;1;264106;G18 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.55;0;0.11;0.11;0.27;0.39;2.5;5;2.5;6;45;Otro;rio;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;874071,95;1058615,56
5155;0199G18264107;199;Aguacatal;1;264107;G18 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.45;0.33;0.11;0.11;0;0;2;8.5;6.5;4;20;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;874070,82;1058604,79
5156;0199G18264108;199;Aguacatal;1;264108;G18 ;Amargo, Palo blanco;Simarouba amara;Simarouba amara (Amargo, Palo blanco);Simaroubaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.35;0.27;0.09;0.09;0;0;2;5;3;8;20;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874064,43;1058599,21
5157;0199G18264109;199;Aguacatal;1;264109;G18 ;Friega platos;Solanum americanum;Solanum americanum (Friega platos);Solanaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.4;0;0.07;0.07;0.15;0.3;1.2;6;4.8;3.5;15;Direccion de la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874074,45;1058603,48
5158;0199G18264110;199;Aguacatal;1;264110;G18 ;Higuerilla;Ricinus communis;Ricinus communis (Higuerilla);Euphorbiaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.67;0.46;0.15;0.15;0;0;2.4;6.5;4.1;4.5;25;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;874067,57;1058596,03
5159;0199G18264111;199;Aguacatal;1;264111;G18 ;Friega platos;Solanum americanum;Solanum americanum (Friega platos);Solanaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.36;0.3;0.1;0.1;0;0;2.4;5.4;3;4;25;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;874078,63;1058603,4
5160;0199G18264112;199;Aguacatal;1;264112;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.48;0.66;0.21;0.21;0;0;3;6.5;3.5;4.5;45;Otro;rio;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;874079,21;1058599,8
5161;0199G18264113;199;Aguacatal;1;264113;G18 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.1;0;0.05;0.05;0.1;0.2;0.3;2.4;2.1;1.1;45;Otro;rio;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;874082,59;1058596,74
5162;0199G18264114;199;Aguacatal;1;264114;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.65;0.5;0.16;0.16;0;0;3;7;4;4;20;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874083,3;1058595,85
5163;0199G18264115;199;Aguacatal;1;264115;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.55;0.45;0.14;0.14;0;0;2.5;6.5;4;4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874081,8;1058593
5164;0199G18264116;199;Aguacatal;1;264116;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.53;0.4;0.13;0.13;0;0;3;6.5;3.5;4;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874081,81;1058592,86
5165;0199G18264117;199;Aguacatal;1;264117;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.52;0.48;0.15;0.15;0;0;3;6.5;3.5;4;10;Otro;rio;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874082,5;1058593,31
5166;0199G18264118;199;Aguacatal;1;264118;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.6;0.4;0.13;0.13;0;0;3;6.5;3.5;4;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874083,32;1058593,39
5167;0199G18264119;199;Aguacatal;1;264119;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.54;0.42;0.13;0.13;0;0;3;6.5;3.5;4;10;Otro;rio;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874083,17;1058592,5
5168;0199G18264120;199;Aguacatal;1;264120;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.83;0;0.17;0.17;0.48;0.58;2.5;6;3.5;5;20;Direccion de la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;874084,97;1058591,96
5169;0199G18264121;199;Aguacatal;1;264121;G18 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.06;0.76;0.24;0.24;0;0;4;10;6;5;45;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874089;1058593,83
5170;0199G18264122;199;Aguacatal;1;264122;G18 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1;0.66;0.21;0.21;0;0;2.5;11;8.5;12;25;Otro;rio;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874092,68;1058585,11
5171;0199G18264123;199;Aguacatal;1;264123;G18 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;0.81;0;0.15;0.15;0.41;0.53;3;10;7;10;45;Otro;rio;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874093,36;1058582,94
5172;0199G18264124;199;Aguacatal;1;264124;G18 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;Si;Anden                              ;1.06;0.92;0.29;0.29;0;0;2.5;6;3.5;5;10;Otro;canal;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874098,85;1058581,54
5173;0199G18264125;199;Aguacatal;1;264125;G18 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;2.01;1.62;0.52;0.52;0;0;2;6;4;12;40;Otro;parque;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874115,05;1058573,67
5174;0199G18264126;199;Aguacatal;1;264126;G18 ;Ficus benjamina, Caucho benjamin;Ficus benjamina;Ficus benjamina (Ficus benjamina, Caucho benjamin);Moraceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;4.5;0;0.6;0.6;1.49;2.27;3.5;18.5;15;26;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874120,63;1058541,01
5175;0199G18264127;199;Aguacatal;1;264127;G18 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;3;3.26;1.04;1.04;0;0;4;15;11;26;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874118,99;1058523,08
5176;0199G18264128;199;Aguacatal;1;264128;G18 ;Cacao de monte, Sapotolongo, Castano silvestre, Zapote costeno;Pachira speciosa;Pachira speciosa (Cacao de monte, Sapotolongo, Castano silvestre, Zapote costeno);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.83;0;0.15;0.15;0.47;0.49;2.5;6;3.5;5;10;Hacia la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;874131,01;1058512,32
5177;0199G18264129;199;Aguacatal;1;264129;G18 ;Mango;Mangifera indica;Mangifera indica (Mango);Anacardiaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.33;1.13;0.36;0.36;0;0;2.5;6.5;4;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874129,87;1058505,49
5178;0199G18264130;199;Aguacatal;1;264130;G18 ;Mango;Mangifera indica;Mangifera indica (Mango);Anacardiaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.98;0.83;0.26;0.26;0;0;3.5;5;1.5;4;45;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874132,07;1058502,26
5179;0199G18264131;199;Aguacatal;1;264131;G18 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.97;1.9;0.6;0.6;0;0;4;12;8;20;10;Otro;rio;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;874133,9;1058497,01
5180;0199G18264132;199;Aguacatal;1;264132;G18 ;Mango;Mangifera indica;Mangifera indica (Mango);Anacardiaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;1.26;0;0.21;0.21;0.64;0.71;2;5;3;6;25;Otro;rio;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874145,48;1058491,03
5181;0199G18264133;199;Aguacatal;1;264133;G18 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Rondas de rios                     ;2.4;0;0.23;0.23;0.44;0.98;2;8;6;10;35;Hacia la via;N/A;Fuste Polifurcado;3;Subterranea    ;Si;Globosa        ;Alto (67 - 100%)    ;Regular ;874154,23;1058491,36
5182;0199G18264134;199;Aguacatal;1;264134;G18 ;Millonaria, Crispa;Polyscias scutellaria;Polyscias scutellaria (Millonaria, Crispa);Araliaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.44;0;0.07;0.07;0.13;0.28;1.5;3;1.5;1.3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Sano    ;874153,04;1058494
5183;0199G18264135;199;Aguacatal;1;264135;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Vegetacion Emergente;No;Anden                              ;0.51;0;0.05;0.05;0.13;0.21;1.2;4.3;3.1;1;10;Hacia la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;874135,86;1058526,05
5184;0199G18264136;199;Aguacatal;1;264136;G18 ;Almendro;Terminalia catappa;Terminalia catappa (Almendro);Combretaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Anden                              ;0.81;0.63;0.2;0.2;0;0;3.5;5.5;2;8;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;874167,49;1058494,36
5185;0199G18264137;199;Aguacatal;1;264137;G18 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Vegetacion Emergente;No;Anden                              ;0.96;0;0.11;0.11;0.32;0.35;4;5.5;1.5;4.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;874174,33;1058489,81
5186;0199G18264138;199;Aguacatal;1;264138;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.62;0;0.04;0.04;0.12;0.14;0.5;1.65;1.15;1.5;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;874173,99;1058491,9
5187;0199G18264139;199;Aguacatal;1;264139;G18 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.53;0.37;0.12;0.12;0;0;4;5;1;4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;874179,38;1058492,76
5188;0199G18264140;199;Aguacatal;1;264140;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.38;0;0.06;0.06;0.15;0.2;2;5.5;3.5;1.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;874185,68;1058490,34
5189;0199G18264141;199;Aguacatal;1;264141;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;Si;Anden                              ;0.38;0;0.09;0.09;0.27;0.3;1;5;4;1.5;10;Hacia la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;874183,88;1058490,29
5190;0199G18264142;199;Aguacatal;1;264142;G18 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;Si;Anden                              ;0.57;0;0.1;0.1;0.28;0.36;1;5.5;4.5;1.5;10;Hacia la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;874190,85;1058487,15
5191;0199G18264143;199;Aguacatal;1;264143;G18 ;Araucaria;Araucaria excelsa;Araucaria excelsa (Araucaria);Araucariaceae;Arbol;Maduro         ;N/A;Jardin              ;Si;Anden                              ;0.5;0.42;0.13;0.13;0;0;2.5;6;3.5;2.5;20;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Conica         ;Alto (67 - 100%)    ;Regular ;874206,04;1058490,41
