,nombre_comun,pb,pap,dap,papdel,papgrueso,altura_fuste,altura_arbol,diferencia,diametro_copa,tallos
402,0,1.68,1.48,0.47,0.0,0.0,11.0,13.0,2.0,3.2,1
403,0,2.09,1.37,0.44,0.0,0.0,17.0,19.0,2.0,5.5,1
404,0,2.0,1.54,0.49,0.0,0.0,16.0,18.0,2.0,5.0,1
405,0,2.18,1.57,0.5,0.0,0.0,15.0,17.0,2.0,5.5,1
406,0,1.69,0.7,0.22,0.0,0.0,13.0,15.0,2.0,4.5,1
407,0,0.4,0.33,0.11,0.0,0.0,3.5,5.0,1.5,2.5,1
408,0,1.26,0.7,0.22,0.0,0.0,4.5,6.0,1.5,2.5,1
409,0,1.66,1.43,0.46,0.0,0.0,15.0,17.0,2.0,4.5,1
410,0,1.71,1.69,0.54,0.0,0.0,16.0,19.0,3.0,4.5,1
411,0,2.15,2.03,0.65,0.0,0.0,17.0,19.0,2.0,5.5,1
412,0,1.71,1.45,0.46,0.0,0.0,18.0,20.0,2.0,5.5,1
413,0,1.81,1.55,0.49,0.0,0.0,17.0,19.0,2.0,6.0,1
414,0,2.13,1.48,0.47,0.0,0.0,16.0,19.0,3.0,5.5,1
415,0,1.6,1.37,0.44,0.0,0.0,15.0,18.0,3.0,6.0,1
416,0,1.75,1.42,0.45,0.0,0.0,16.0,18.0,2.0,5.5,1
417,0,2.1,1.62,0.52,0.0,0.0,18.0,20.0,2.0,5.5,1
418,0,2.1,1.57,0.5,0.0,0.0,18.0,20.0,2.0,6.0,1
419,0,2.0,1.6,0.51,0.0,0.0,16.0,19.0,3.0,5.5,1
420,0,1.86,1.2,0.38,0.0,0.0,16.0,19.0,3.0,5.5,1
421,0,1.92,1.28,0.41,0.0,0.0,17.0,19.0,2.0,5.5,1
422,0,2.05,1.6,0.51,0.0,0.0,16.0,18.0,2.0,5.5,1
423,0,2.09,1.6,0.51,0.0,0.0,18.0,20.0,2.0,6.0,1
424,0,2.5,2.05,0.65,0.0,0.0,18.0,20.0,2.0,6.0,1
425,0,1.85,1.5,0.48,0.0,0.0,17.0,19.0,2.0,6.0,1
426,0,2.0,1.4,0.45,0.0,0.0,18.0,20.0,2.0,6.0,1
427,0,2.36,1.73,0.55,0.0,0.0,18.0,20.0,2.0,6.0,1
428,0,3.18,1.67,0.53,0.0,0.0,18.0,20.0,2.0,6.0,1
429,1,1.58,0.0,0.25,0.7,0.87,10.0,12.5,2.5,16.0,2
430,1,1.06,0.0,0.22,0.65,0.72,9.0,11.0,2.0,11.0,2
431,1,0.96,0.87,0.28,0.0,0.0,8.0,10.0,2.0,9.0,1
432,1,1.3,0.68,0.22,0.0,0.0,8.0,10.0,2.0,13.0,1
433,1,0.8,0.53,0.17,0.0,0.0,9.0,11.0,2.0,11.0,1
434,1,1.37,0.0,0.22,0.65,0.72,11.0,13.0,2.0,11.0,2
435,1,1.16,0.0,0.22,0.65,0.72,7.0,9.0,2.0,9.2,2
436,1,1.1,0.0,0.22,0.65,0.72,7.0,9.0,2.0,8.0,2
437,0,1.07,0.83,0.26,0.0,0.0,9.0,12.0,3.0,5.2,1
438,0,1.02,0.76,0.24,0.0,0.0,5.0,8.5,3.5,5.8,1
439,0,2.33,1.54,0.49,0.0,0.0,19.0,20.5,1.5,5.0,1
440,2,4.6,0.0,0.09,0.24,0.3,4.0,5.5,1.5,3.4,2
441,2,3.54,1.6,0.51,0.0,0.0,6.0,7.5,1.5,5.0,1
442,2,2.9,2.8,0.89,0.0,0.0,3.1,4.6,1.5,6.0,1
443,0,2.38,2.26,0.72,0.0,0.0,12.0,18.0,6.0,3.8,1
444,0,2.17,1.54,0.49,0.0,0.0,12.0,16.0,4.0,4.0,1
445,0,2.28,1.83,0.58,0.0,0.0,12.0,16.0,4.0,4.0,1
446,0,2.12,1.68,0.53,0.0,0.0,12.0,16.0,4.0,4.0,1
447,0,2.14,1.77,0.56,0.0,0.0,12.0,16.0,4.0,4.0,1
448,0,2.72,2.16,0.69,0.0,0.0,12.0,16.0,4.0,4.0,1
449,0,2.06,1.64,0.52,0.0,0.0,12.0,16.0,4.0,4.0,1
450,0,2.72,2.78,0.88,0.0,0.0,12.0,16.0,4.0,4.0,1
451,0,2.1,1.56,0.5,0.0,0.0,12.0,16.0,4.0,4.0,1
452,0,1.82,1.48,0.47,0.0,0.0,12.0,16.0,4.0,4.0,1
453,0,2.53,1.98,0.63,0.0,0.0,12.0,16.0,4.0,4.0,1
454,0,2.43,1.57,0.5,0.0,0.0,12.0,16.0,4.0,4.0,1
455,0,2.21,1.42,0.45,0.0,0.0,12.0,16.0,4.0,4.0,1
456,0,2.44,1.9,0.6,0.0,0.0,12.0,16.0,4.0,4.0,1
457,0,2.18,1.79,0.57,0.0,0.0,12.0,16.0,4.0,4.0,1
458,0,2.45,1.6,0.51,0.0,0.0,12.0,16.0,4.0,4.0,1
459,0,2.52,1.89,0.6,0.0,0.0,12.0,16.0,4.0,4.0,1
460,2,0.96,0.22,0.07,0.0,0.0,1.0,2.5,1.5,1.0,1
461,0,1.3,1.1,0.35,0.0,0.0,8.0,10.0,2.0,8.0,1
462,0,1.55,0.94,0.3,0.0,0.0,8.0,9.0,1.0,6.0,1
463,1,1.36,1.04,0.33,0.0,0.0,5.0,8.0,3.0,8.0,1
464,1,0.67,0.42,0.13,0.0,0.0,4.0,7.0,3.0,3.0,1
465,1,0.45,0.25,0.08,0.0,0.0,3.5,5.0,1.5,3.0,1
466,1,0.31,0.17,0.05,0.0,0.0,4.0,5.0,1.0,2.0,1
467,1,0.9,0.61,0.19,0.0,0.0,4.0,8.0,4.0,6.0,1
468,0,2.3,1.33,0.42,0.0,0.0,12.0,15.0,3.0,4.5,1
469,0,2.08,1.37,0.44,0.0,0.0,11.0,14.0,3.0,4.2,1
470,0,2.24,1.24,0.39,0.0,0.0,11.0,14.0,3.0,4.5,1
471,0,1.36,0.88,0.28,0.0,0.0,6.0,9.0,3.0,4.9,1
472,0,1.3,0.9,0.29,0.0,0.0,5.6,8.0,2.4,4.8,1
473,2,1.62,0.0,0.06,0.16,0.22,1.65,3.8,2.15,3.2,8
474,2,2.24,0.0,0.06,0.18,0.2,5.0,7.0,2.0,4.0,6
475,0,1.74,1.34,0.43,0.0,0.0,10.2,15.3,5.1,5.54,1
476,0,2.12,1.39,0.44,0.0,0.0,11.5,14.8,3.3,4.35,1
477,0,2.05,1.6,0.51,0.0,0.0,14.2,18.0,3.8,6.8,1
478,0,2.03,1.49,0.47,0.0,0.0,8.5,12.2,3.7,4.4,1
479,0,2.18,1.55,0.49,0.0,0.0,10.3,16.4,6.1,5.5,1
480,0,1.73,1.13,0.36,0.0,0.0,17.5,20.2,2.7,5.4,1
481,0,2.12,1.51,0.48,0.0,0.0,14.3,16.5,2.2,4.5,1
482,0,1.63,1.44,0.46,0.0,0.0,12.3,17.5,5.2,5.9,1
483,0,1.87,1.54,0.49,0.0,0.0,12.8,16.4,3.6,5.3,1
484,0,2.43,1.77,0.56,0.0,0.0,12.1,15.2,3.1,6.15,1
485,0,1.72,1.25,0.4,0.0,0.0,11.15,14.2,3.05,7.67,1
486,0,1.71,1.35,0.43,0.0,0.0,10.3,14.5,4.2,8.0,1
487,0,3.57,0.0,0.5,1.55,1.6,3.2,7.1,3.9,7.12,2
488,0,2.67,0.0,0.27,0.84,0.86,2.5,6.5,4.0,5.85,2
489,0,2.81,1.7,0.54,0.0,0.0,3.1,6.9,3.8,5.3,1
490,1,1.65,1.08,0.34,0.0,0.0,5.9,9.6,3.7,9.2,1
491,0,2.22,1.61,0.51,0.0,0.0,10.3,13.5,3.2,5.6,1
492,0,2.11,1.42,0.45,0.0,0.0,9.3,11.3,2.0,4.9,1
493,0,2.3,1.69,0.54,0.0,0.0,10.2,12.5,2.3,4.85,1
494,2,2.08,0.0,0.08,0.2,0.32,2.5,4.5,2.0,5.2,8
495,0,2.42,1.51,0.48,0.0,0.0,14.5,17.3,2.8,7.7,1
496,0,1.79,1.19,0.38,0.0,0.0,12.1,14.8,2.7,5.0,1
497,2,0.4,0.31,0.1,0.0,0.0,3.8,4.5,0.7,3.2,1
498,0,2.2,1.65,0.53,0.0,0.0,12.5,15.1,2.6,5.0,1
499,0,2.18,1.32,0.42,0.0,0.0,10.1,13.6,3.5,5.4,1
500,0,2.72,1.87,0.6,0.0,0.0,11.8,14.1,2.3,6.0,1
501,0,2.06,1.5,0.48,0.0,0.0,11.2,13.5,2.3,6.2,1
502,0,1.5,1.13,0.36,0.0,0.0,12.1,14.0,1.9,5.9,1
503,0,1.77,1.34,0.43,0.0,0.0,12.3,19.8,7.5,6.23,1
504,0,1.86,1.59,0.51,0.0,0.0,8.8,11.7,2.9,4.5,1
505,0,1.32,1.04,0.33,0.0,0.0,10.2,13.3,3.1,5.54,1
506,0,2.1,1.36,0.43,0.0,0.0,10.1,14.0,3.9,6.2,1
507,0,1.83,1.29,0.41,0.0,0.0,10.8,13.5,2.7,6.9,1
508,0,1.75,1.17,0.37,0.0,0.0,8.8,12.3,3.5,5.3,1
509,0,2.24,1.6,0.51,0.0,0.0,6.0,8.2,2.2,8.2,1
510,0,1.42,1.22,0.39,0.0,0.0,9.3,12.4,3.1,5.96,1
511,0,2.07,1.37,0.44,0.0,0.0,11.3,13.5,2.2,4.0,1
512,0,1.81,1.4,0.45,0.0,0.0,8.5,12.3,3.8,6.5,1
513,0,2.38,1.45,0.46,0.0,0.0,11.3,13.8,2.5,7.2,1
514,0,2.57,1.76,0.56,0.0,0.0,12.1,14.8,2.7,6.4,1
515,0,2.25,1.62,0.52,0.0,0.0,12.2,14.8,2.6,6.8,1
516,0,2.76,1.9,0.6,0.0,0.0,13.7,15.2,1.5,5.85,1
517,0,1.81,1.39,0.44,0.0,0.0,8.6,12.4,3.8,4.85,1
518,0,2.02,1.63,0.52,0.0,0.0,8.5,12.3,3.8,4.6,1
519,0,2.85,1.81,0.58,0.0,0.0,16.1,18.8,2.7,6.0,1
520,0,1.41,1.18,0.38,0.0,0.0,8.5,11.2,2.7,7.0,1
521,0,2.54,1.68,0.53,0.0,0.0,8.3,12.0,3.7,10.0,1
522,0,1.87,1.27,0.4,0.0,0.0,8.5,12.2,3.7,6.2,1
523,0,2.11,1.44,0.46,0.0,0.0,9.8,12.6,2.8,8.2,1
524,0,1.4,0.65,0.21,0.0,0.0,3.0,5.0,2.0,5.0,1
525,2,1.6,0.27,0.09,0.0,0.0,3.0,5.0,2.0,3.0,1
526,2,1.63,0.3,0.1,0.0,0.0,3.0,5.0,2.0,5.0,1
527,2,0.8,0.3,0.1,0.0,0.0,1.8,3.0,1.2,3.0,1
528,2,1.2,0.25,0.08,0.0,0.0,1.5,3.0,1.5,3.0,1
529,2,0.97,0.28,0.09,0.0,0.0,2.0,3.5,1.5,4.0,1
530,2,1.1,0.24,0.08,0.0,0.0,1.8,3.0,1.2,4.0,1
531,2,0.48,0.18,0.06,0.0,0.0,1.7,3.0,1.3,3.0,1
532,2,1.87,0.26,0.08,0.0,0.0,3.0,5.0,2.0,2.8,1
533,2,0.95,0.28,0.09,0.0,0.0,2.0,3.5,1.5,3.0,1
534,2,0.7,0.25,0.08,0.0,0.0,1.5,3.5,2.0,2.4,1
535,2,0.6,0.2,0.06,0.0,0.0,1.3,2.5,1.2,2.6,1
536,2,1.3,0.2,0.06,0.0,0.0,1.3,2.5,1.2,2.4,1
537,2,1.4,0.2,0.06,0.0,0.0,1.3,2.5,1.2,2.4,1
538,2,1.2,0.21,0.07,0.0,0.0,1.5,3.0,1.5,3.0,1
539,2,0.6,0.18,0.06,0.0,0.0,1.3,2.5,1.2,2.0,1
540,2,0.5,0.16,0.05,0.0,0.0,1.3,2.5,1.2,2.4,1
541,2,0.52,0.2,0.06,0.0,0.0,1.3,2.5,1.2,3.0,1
542,2,0.53,0.14,0.04,0.0,0.0,1.2,2.7,1.5,2.0,1
543,0,2.2,1.2,0.38,0.0,0.0,4.0,6.0,2.0,6.0,1
544,0,1.5,0.87,0.28,0.0,0.0,3.5,5.0,1.5,6.0,1
545,0,1.98,1.44,0.46,0.0,0.0,4.0,6.0,2.0,6.0,1
546,0,1.9,1.16,0.37,0.0,0.0,3.5,5.0,1.5,6.0,1
547,0,2.53,1.56,0.5,0.0,0.0,4.0,7.0,3.0,6.0,1
548,0,1.3,0.79,0.25,0.0,0.0,3.0,5.0,2.0,4.0,1
549,0,1.45,1.0,0.32,0.0,0.0,5.0,7.0,2.0,6.0,1
550,0,2.58,1.7,0.54,0.0,0.0,6.0,9.0,3.0,6.0,1
551,0,1.7,1.27,0.4,0.0,0.0,6.0,9.0,3.0,6.0,1
552,0,2.12,1.39,0.44,0.0,0.0,5.0,9.0,4.0,4.0,1
553,0,2.04,1.48,0.47,0.0,0.0,5.0,9.0,4.0,4.0,1
554,0,2.21,1.37,0.44,0.0,0.0,4.0,7.0,3.0,4.0,1
555,0,1.94,1.18,0.38,0.0,0.0,6.0,10.0,4.0,4.5,1
556,0,0.86,0.42,0.13,0.0,0.0,2.2,3.4,1.2,3.0,1
557,0,2.08,1.29,0.41,0.0,0.0,5.0,8.0,3.0,4.0,1
558,0,2.37,1.45,0.46,0.0,0.0,5.5,8.5,3.0,5.0,1
559,0,1.94,1.27,0.4,0.0,0.0,4.5,8.0,3.5,5.0,1
560,0,1.33,0.52,0.17,0.0,0.0,2.0,3.5,1.5,3.0,1
561,0,1.67,0.92,0.29,0.0,0.0,2.5,5.0,2.5,5.0,1
562,0,2.14,1.26,0.4,0.0,0.0,5.0,8.0,3.0,4.0,1
563,0,1.67,0.98,0.31,0.0,0.0,3.0,4.5,1.5,4.0,1
564,2,2.8,1.8,0.57,0.0,0.0,5.2,7.5,2.3,5.0,1
565,0,1.8,1.38,0.44,0.0,0.0,3.0,5.5,2.5,4.0,1
566,0,2.72,1.73,0.55,0.0,0.0,4.3,8.0,3.7,5.0,1
567,0,2.77,1.34,0.43,0.0,0.0,5.0,7.5,2.5,5.0,1
568,0,2.21,1.43,0.46,0.0,0.0,4.0,6.5,2.5,5.0,1
569,0,2.67,1.7,0.54,0.0,0.0,4.2,6.8,2.6,5.0,1
570,0,2.27,1.29,0.41,0.0,0.0,4.0,6.5,2.5,6.0,1
571,0,1.81,1.46,0.46,0.0,0.0,3.0,5.0,2.0,5.0,1
572,0,1.74,0.97,0.31,0.0,0.0,2.2,4.5,2.3,4.0,1
573,0,2.66,1.97,0.63,0.0,0.0,6.0,9.0,3.0,6.0,1
574,0,2.03,1.51,0.48,0.0,0.0,4.0,6.5,2.5,5.0,1
575,0,1.9,1.42,0.45,0.0,0.0,7.0,10.0,3.0,6.0,1
576,0,2.0,1.47,0.47,0.0,0.0,6.0,8.0,2.0,4.0,1
577,0,2.6,1.69,0.54,0.0,0.0,6.0,10.0,4.0,6.0,1
578,0,2.04,1.2,0.38,0.0,0.0,5.0,9.0,4.0,5.0,1
579,2,0.65,0.0,0.07,0.22,0.24,1.6,3.0,1.4,2.3,2
580,0,1.9,1.7,0.54,0.0,0.0,11.0,13.0,2.0,5.0,1
581,0,2.0,1.5,0.48,0.0,0.0,7.0,8.0,1.0,5.0,1
582,1,1.96,0.0,0.33,0.87,1.2,6.0,9.0,3.0,8.0,2
583,2,1.4,0.0,0.07,0.18,0.26,4.0,6.0,2.0,7.0,5
584,2,1.8,0.0,0.06,0.14,0.24,5.0,7.0,2.0,6.0,14
585,2,1.0,0.0,0.09,0.24,0.31,3.5,5.0,1.5,4.0,3
586,2,1.6,0.0,0.06,0.14,0.26,4.0,5.0,1.0,6.0,6
587,2,1.7,0.0,0.07,0.14,0.28,4.0,5.0,1.0,6.0,6
588,2,0.9,0.0,0.05,0.14,0.17,3.0,4.0,1.0,3.0,5
589,2,0.8,0.0,0.07,0.18,0.24,4.0,5.0,1.0,6.0,3
590,2,1.0,0.0,0.09,0.2,0.35,3.0,4.0,1.0,2.0,3
591,0,1.6,1.36,0.43,0.0,0.0,4.0,6.0,2.0,4.0,1
592,1,0.87,0.53,0.17,0.0,0.0,5.0,7.0,2.0,3.6,1
593,1,0.46,0.0,0.07,0.21,0.22,3.2,5.7,2.5,6.0,2
594,2,0.37,0.26,0.08,0.0,0.0,2.0,3.2,1.2,3.0,1
595,2,1.02,0.0,0.06,0.13,0.25,1.6,5.0,3.4,3.1,5
596,2,0.49,0.0,0.07,0.17,0.26,1.52,5.1,3.58,2.8,2
597,2,1.01,0.0,0.06,0.16,0.21,1.69,2.5,0.81,2.3,3
598,2,0.9,0.0,0.06,0.18,0.2,1.65,3.0,1.35,2.4,2
599,2,1.03,0.0,0.07,0.19,0.26,4.0,5.1,1.1,1.75,3
600,0,2.16,1.33,0.42,0.0,0.0,13.0,16.0,3.0,4.0,1
601,0,2.15,1.58,0.5,0.0,0.0,12.0,14.0,2.0,3.2,1
602,0,1.48,1.54,0.49,0.0,0.0,10.0,12.0,2.0,3.1,1
603,2,1.43,0.0,0.07,0.14,0.3,0.4,6.2,5.8,4.0,6
604,2,1.08,0.0,0.09,0.27,0.3,2.5,4.5,2.0,2.4,2
605,2,0.89,0.0,0.06,0.12,0.26,4.0,6.5,2.5,4.5,10
606,2,2.45,0.0,0.06,0.14,0.26,4.0,6.5,2.5,5.0,12
607,2,2.31,0.0,0.07,0.16,0.26,3.5,6.5,3.0,5.0,11
608,2,1.18,0.0,0.09,0.26,0.28,5.0,6.0,1.0,4.1,3
609,2,0.78,0.0,0.08,0.25,0.27,5.2,6.0,0.8,3.2,2
610,2,1.28,0.0,0.08,0.22,0.28,2.0,2.6,0.6,2.4,4
611,2,1.48,0.0,0.1,0.29,0.33,2.7,4.0,1.3,4.0,2
612,2,1.14,0.0,0.09,0.25,0.29,3.0,4.0,1.0,2.1,5
613,2,1.83,0.0,0.1,0.29,0.31,4.5,7.0,2.5,3.5,2
614,2,1.59,0.0,0.1,0.28,0.32,4.0,5.2,1.2,4.1,3
615,2,2.11,0.0,0.08,0.15,0.34,5.0,6.0,1.0,2.4,6
616,2,3.39,0.0,0.1,0.24,0.36,4.2,6.0,1.8,4.0,3
617,2,1.47,0.0,0.11,0.33,0.34,3.2,4.3,1.1,3.1,3
618,2,0.94,0.0,0.11,0.31,0.36,4.5,6.3,1.8,4.2,3
619,2,1.07,0.0,0.07,0.23,0.24,4.1,5.0,0.9,2.5,3
620,2,1.29,0.0,0.09,0.21,0.33,3.0,4.2,1.2,3.2,3
621,2,1.4,0.0,0.09,0.25,0.33,4.0,5.0,1.0,4.0,4
622,2,1.42,0.0,0.08,0.22,0.3,2.6,4.0,1.4,3.2,4
623,0,2.1,1.7,0.54,0.0,0.0,8.0,10.0,2.0,8.0,1
624,0,1.84,1.17,0.37,0.0,0.0,8.0,10.0,2.0,8.0,1
625,2,1.45,0.0,0.08,0.18,0.3,2.5,3.5,1.0,3.6,4
626,2,0.33,0.26,0.08,0.0,0.0,2.3,3.5,1.2,3.0,1
627,2,0.34,0.29,0.09,0.0,0.0,3.5,5.5,2.0,3.2,1
628,2,0.9,0.0,0.1,0.3,0.31,3.2,4.5,1.3,3.9,2
629,2,1.9,0.0,0.11,0.3,0.38,5.0,6.5,1.5,5.5,7
630,2,0.68,0.0,0.05,0.13,0.19,2.1,4.5,2.4,4.8,6
631,2,1.28,0.0,0.08,0.18,0.3,3.0,5.0,2.0,4.0,3
632,2,1.05,0.0,0.06,0.12,0.25,2.0,3.5,1.5,4.2,5
633,2,2.9,0.0,0.07,0.13,0.28,2.5,5.0,2.5,6.1,12
634,2,0.88,0.0,0.08,0.22,0.27,2.4,3.5,1.1,3.7,3
635,2,1.47,0.0,0.07,0.2,0.22,2.0,3.0,1.0,3.0,3
636,2,1.74,0.0,0.07,0.18,0.24,2.0,3.0,1.0,3.2,4
637,2,1.6,0.0,0.07,0.21,0.25,2.8,3.5,0.7,3.3,2
638,2,1.34,0.0,0.07,0.19,0.28,2.5,4.0,1.5,4.1,2
639,1,0.5,0.0,0.06,0.17,0.23,2.4,3.5,1.1,3.5,2
640,2,1.9,0.0,0.07,0.17,0.28,4.0,6.5,2.5,4.0,6
641,2,1.11,0.0,0.06,0.15,0.21,1.4,2.3,0.9,2.2,5
642,0,2.34,1.54,0.49,0.0,0.0,6.0,12.0,6.0,5.93,1
643,0,2.1,1.38,0.44,0.0,0.0,5.0,10.0,5.0,5.34,1
644,0,1.96,1.02,0.32,0.0,0.0,9.0,11.0,2.0,5.55,1
645,2,1.9,0.0,0.07,0.18,0.26,3.0,4.5,1.5,4.29,10
646,2,1.12,0.0,0.11,0.26,0.42,2.2,3.5,1.3,3.04,3
647,2,0.31,0.26,0.08,0.0,0.0,3.0,4.5,1.5,2.67,1
648,2,1.16,0.0,0.07,0.18,0.25,4.0,6.0,2.0,3.32,10
649,2,1.24,0.0,0.07,0.19,0.26,4.0,6.0,2.0,3.76,3
650,2,1.99,0.0,0.07,0.19,0.26,4.5,6.0,1.5,3.92,5
651,2,2.3,0.0,0.07,0.21,0.25,2.5,3.5,1.0,4.53,9
652,0,1.87,1.1,0.35,0.0,0.0,5.0,8.0,3.0,2.5,1
653,0,1.65,1.1,0.35,0.0,0.0,4.5,7.0,2.5,2.96,1
654,0,1.66,0.98,0.31,0.0,0.0,5.0,8.0,3.0,3.3,1
655,0,1.96,1.1,0.35,0.0,0.0,2.3,5.0,2.7,3.78,1
656,0,1.94,1.07,0.34,0.0,0.0,2.8,6.0,3.2,3.6,1
657,0,1.96,1.06,0.34,0.0,0.0,3.5,7.0,3.5,3.6,1
658,2,1.52,0.0,0.1,0.26,0.37,3.0,5.0,2.0,3.18,3
659,2,0.31,0.3,0.1,0.0,0.0,2.3,5.0,2.7,2.5,1
660,2,1.5,0.0,0.07,0.17,0.24,2.2,5.0,2.8,3.7,6
661,2,2.03,0.0,0.1,0.28,0.33,3.0,6.0,3.0,4.64,8
662,1,1.51,1.44,0.46,0.0,0.0,4.0,7.0,3.0,8.62,1
663,2,2.36,0.0,0.06,0.15,0.22,2.2,3.5,1.3,4.37,34
664,2,2.0,0.0,0.05,0.14,0.19,2.2,3.0,0.8,3.6,20
665,0,2.34,1.8,0.57,0.0,0.0,6.0,14.0,8.0,5.59,1
666,0,2.32,1.78,0.57,0.0,0.0,6.0,13.0,7.0,7.32,1
667,2,1.0,0.29,0.09,0.0,0.0,2.8,4.6,1.8,2.5,1
668,2,0.75,0.0,0.07,0.21,0.26,2.8,5.5,2.7,2.4,2
669,2,0.97,0.0,0.08,0.25,0.27,2.2,5.0,2.8,3.17,5
670,2,2.28,0.0,0.09,0.24,0.34,2.0,2.5,0.5,4.14,4
671,2,1.96,0.0,0.08,0.14,0.35,2.5,3.0,0.5,5.52,8
672,2,1.65,0.0,0.23,0.46,0.96,3.1,4.6,1.5,8.88,3
673,1,1.46,1.18,0.38,0.0,0.0,5.0,10.0,5.0,5.2,1
674,1,0.88,0.0,0.04,0.12,0.14,0.5,2.0,1.5,3.0,9
675,1,0.87,0.0,0.05,0.11,0.18,1.0,2.0,1.0,2.8,7
676,1,1.0,0.0,0.04,0.13,0.15,2.0,7.0,5.0,3.6,8
677,1,1.25,0.0,0.06,0.15,0.2,0.5,2.0,1.5,3.5,8
678,1,1.05,0.0,0.04,0.1,0.14,0.7,2.0,1.3,3.1,9
679,1,0.96,0.0,0.07,0.17,0.24,0.7,2.0,1.3,2.2,7
680,1,0.91,0.0,0.05,0.12,0.17,0.5,2.0,1.5,2.3,7
681,1,1.26,0.0,0.06,0.16,0.2,0.5,2.0,1.5,2.8,5
682,1,0.7,0.0,0.04,0.1,0.15,0.5,2.0,1.5,2.2,7
683,1,0.84,0.0,0.04,0.08,0.17,0.5,2.0,1.5,2.1,8
684,1,0.76,0.0,0.04,0.1,0.16,0.5,2.0,1.5,2.1,6
685,1,0.96,0.0,0.05,0.12,0.18,0.5,2.0,1.5,2.1,6
686,1,1.07,0.0,0.03,0.08,0.12,0.5,2.0,1.5,2.1,8
687,1,0.88,0.0,0.04,0.11,0.15,0.5,2.0,1.5,2.1,8
688,1,1.16,0.0,0.06,0.16,0.2,0.5,2.0,1.5,2.8,5
689,1,0.68,0.0,0.07,0.18,0.27,1.0,2.0,1.0,2.8,9
690,1,1.18,0.0,0.06,0.15,0.22,0.7,2.0,1.3,3.0,7
691,1,0.54,0.0,0.05,0.13,0.19,1.6,2.1,0.5,2.7,5
692,1,0.5,0.0,0.06,0.16,0.2,1.6,3.5,1.9,2.5,6
693,1,0.54,0.0,0.04,0.08,0.17,1.6,3.5,1.9,1.5,3
694,1,0.75,0.0,0.05,0.12,0.21,1.5,2.0,0.5,1.8,8
695,1,0.4,0.0,0.04,0.12,0.15,1.5,2.0,0.5,2.1,5
696,1,0.62,0.0,0.05,0.14,0.2,1.5,2.0,0.5,2.8,2
697,1,0.7,0.0,0.06,0.17,0.21,1.5,2.0,0.5,2.3,4
698,1,1.0,0.0,0.05,0.13,0.16,0.7,2.1,1.4,2.0,6
699,1,1.07,0.0,0.04,0.1,0.13,0.7,2.0,1.3,1.9,13
700,1,0.4,0.0,0.04,0.11,0.14,1.5,2.0,0.5,1.6,3
701,1,1.35,0.0,0.04,0.05,0.17,1.0,2.1,1.1,2.4,11
702,1,0.73,0.0,0.04,0.08,0.15,0.6,2.0,1.4,2.3,9
703,1,1.06,0.0,0.04,0.1,0.12,0.5,2.0,1.5,2.2,8
704,1,0.75,0.0,0.03,0.07,0.1,0.5,2.0,1.5,1.6,7
705,1,0.55,0.0,0.06,0.16,0.21,0.4,2.0,1.6,2.3,8
706,1,0.42,0.0,0.04,0.1,0.18,1.0,2.0,1.0,1.6,4
707,1,0.68,0.0,0.06,0.14,0.23,1.0,2.0,1.0,2.8,7
708,1,0.81,0.0,0.06,0.15,0.24,1.0,2.0,1.0,3.2,8
709,1,1.2,0.0,0.05,0.11,0.18,1.0,2.1,1.1,2.6,11
710,1,1.1,0.0,0.07,0.15,0.27,1.0,2.3,1.3,2.8,7
711,1,1.4,0.0,0.05,0.12,0.18,1.0,2.3,1.3,2.9,6
712,1,1.05,0.0,0.07,0.18,0.25,1.0,2.3,1.3,3.0,6
713,1,1.08,0.0,0.06,0.11,0.26,1.0,2.3,1.3,3.0,11
714,1,1.15,0.0,0.05,0.13,0.21,1.0,2.2,1.2,2.3,5
715,1,1.2,0.0,0.06,0.13,0.24,0.7,2.3,1.6,2.5,5
716,1,0.82,0.0,0.04,0.13,0.15,0.5,2.4,1.9,2.1,6
717,1,1.46,0.0,0.05,0.14,0.18,0.4,2.3,1.9,2.6,9
718,1,0.92,0.0,0.05,0.12,0.2,1.5,2.4,0.9,2.2,6
719,1,1.07,0.0,0.06,0.13,0.22,0.55,2.4,1.85,2.1,5
720,1,1.31,0.0,0.04,0.1,0.18,0.8,2.3,1.5,2.7,14
721,1,1.26,0.0,0.07,0.15,0.27,0.7,2.2,1.5,2.1,4
722,1,0.82,0.0,0.04,0.1,0.13,0.6,2.2,1.6,1.8,9
723,1,1.62,0.0,0.04,0.08,0.16,0.6,2.1,1.5,2.0,9
724,1,1.15,0.0,0.04,0.11,0.14,0.6,2.3,1.7,2.2,12
725,1,0.64,0.0,0.04,0.08,0.15,1.0,2.3,1.3,2.0,10
726,1,0.47,0.0,0.07,0.18,0.26,1.5,2.3,0.8,2.7,4
727,1,1.15,0.0,0.04,0.08,0.19,0.5,2.3,1.8,2.4,13
728,1,0.96,0.0,0.06,0.17,0.19,0.5,2.3,1.8,3.0,8
729,1,0.83,0.0,0.04,0.1,0.18,0.6,2.3,1.7,2.7,12
730,1,1.6,0.0,0.06,0.15,0.22,0.5,2.3,1.8,2.8,13
731,1,1.4,0.0,0.06,0.16,0.23,0.6,2.3,1.7,3.0,12
732,1,1.0,0.0,0.06,0.15,0.23,0.5,2.3,1.8,3.2,10
