,nombre_comun,pb,pap,dap,papdel,papgrueso,altura_fuste,altura_arbol,diferencia,diametro_copa,tallos
733,1,0.75,0.0,0.05,0.12,0.2,1.0,2.3,1.3,2.1,9
734,1,0.9,0.0,0.06,0.15,0.22,0.4,2.3,1.9,2.1,7
735,1,1.36,0.0,0.08,0.23,0.28,0.5,2.4,1.9,2.5,5
736,1,0.28,0.0,0.04,0.13,0.15,1.5,2.4,0.9,2.7,3
737,1,0.87,0.0,0.07,0.2,0.25,1.0,2.3,1.3,2.2,10
738,1,1.23,0.0,0.05,0.15,0.19,0.5,2.3,1.8,2.1,6
739,1,1.15,0.0,0.07,0.18,0.24,1.0,2.3,1.3,2.2,7
740,1,1.4,0.0,0.06,0.15,0.2,0.6,2.1,1.5,3.2,10
741,1,0.84,0.0,0.07,0.2,0.23,0.5,2.2,1.7,2.5,11
742,1,1.07,0.0,0.05,0.1,0.21,0.5,2.3,1.8,2.8,10
743,0,0.85,1.53,0.49,0.0,0.0,8.0,15.0,7.0,6.0,1
744,1,1.08,0.0,0.04,0.1,0.16,0.4,2.4,2.0,2.1,9
745,1,0.25,0.1,0.03,0.0,0.0,1.0,2.4,1.4,1.0,1
746,1,0.36,0.0,0.04,0.1,0.14,1.6,2.2,0.6,1.0,2
747,1,0.28,0.24,0.08,0.0,0.0,1.5,2.2,0.7,1.0,1
748,1,0.35,0.0,0.06,0.15,0.2,1.7,2.3,0.6,1.0,2
749,1,0.34,0.0,0.05,0.12,0.2,1.6,2.2,0.6,1.2,3
750,1,0.33,0.0,0.05,0.14,0.18,1.7,2.2,0.5,1.0,3
751,1,0.33,0.0,0.04,0.08,0.17,1.7,2.2,0.5,1.1,3
752,1,0.33,0.0,0.03,0.07,0.12,1.6,2.2,0.6,1.0,3
753,1,0.4,0.0,0.05,0.12,0.18,1.7,2.2,0.5,1.8,6
754,1,0.42,0.0,0.05,0.1,0.21,1.7,2.2,0.5,1.2,4
755,1,0.3,0.0,0.05,0.16,0.18,1.6,2.2,0.6,1.0,2
756,1,0.32,0.0,0.03,0.08,0.13,1.7,2.2,0.5,1.0,3
757,1,0.27,0.25,0.08,0.0,0.0,1.7,2.2,0.5,1.0,1
758,1,0.36,0.0,0.05,0.14,0.16,1.7,2.2,0.5,1.2,2
759,1,0.32,0.0,0.05,0.15,0.19,1.5,2.2,0.7,1.4,2
760,1,0.3,0.0,0.03,0.08,0.12,1.7,2.2,0.5,1.0,2
761,1,0.26,0.23,0.07,0.0,0.0,1.7,2.2,0.5,1.1,1
762,1,0.36,0.0,0.07,0.2,0.23,1.7,2.2,0.5,1.3,3
763,1,0.29,0.0,0.03,0.05,0.12,1.5,2.2,0.7,1.0,3
764,1,0.25,0.0,0.02,0.05,0.08,1.6,2.3,0.7,1.0,2
765,1,0.28,0.25,0.08,0.0,0.0,1.7,2.3,0.6,1.0,1
766,1,0.3,0.0,0.04,0.1,0.18,1.6,2.3,0.7,1.1,2
767,1,0.35,0.0,0.07,0.2,0.22,1.7,2.3,0.6,1.3,2
768,1,0.3,0.28,0.09,0.0,0.0,1.7,2.2,0.5,1.1,1
769,1,0.27,0.12,0.04,0.0,0.0,1.6,2.2,0.6,1.0,1
770,1,0.26,0.24,0.08,0.0,0.0,1.7,2.3,0.6,1.4,1
771,2,2.15,0.0,0.11,0.32,0.35,3.0,7.0,4.0,7.1,9
772,2,0.3,0.18,0.06,0.0,0.0,1.6,2.5,0.9,1.0,1
773,2,1.1,0.0,0.06,0.17,0.18,1.7,3.3,1.6,3.5,4
774,2,1.71,0.0,0.07,0.18,0.24,3.0,5.0,2.0,4.8,6
775,2,1.46,0.0,0.06,0.17,0.18,1.6,3.0,1.4,3.5,3
776,2,1.32,0.0,0.06,0.18,0.21,1.8,4.0,2.2,3.5,6
777,2,1.1,0.0,0.05,0.13,0.16,1.6,2.5,0.9,2.8,3
778,2,1.26,0.0,0.07,0.2,0.24,2.0,4.5,2.5,3.5,3
779,2,1.1,0.0,0.05,0.15,0.18,2.0,4.0,2.0,3.2,4
780,2,1.5,0.0,0.06,0.17,0.22,1.7,3.8,2.1,3.6,7
781,2,0.6,0.27,0.09,0.0,0.0,3.5,6.0,2.5,2.8,1
782,2,2.0,0.0,0.08,0.18,0.34,4.0,7.2,3.2,7.0,8
783,2,1.22,0.0,0.06,0.19,0.21,1.0,2.8,1.8,2.6,4
784,2,1.28,0.0,0.05,0.15,0.16,1.0,2.5,1.5,2.1,2
785,2,1.6,0.0,0.07,0.2,0.22,1.5,3.0,1.5,4.0,3
786,2,2.45,0.0,0.09,0.2,0.34,5.0,7.0,2.0,5.6,13
787,1,1.7,1.25,0.4,0.0,0.0,5.0,9.0,4.0,10.0,1
788,2,0.6,0.35,0.11,0.0,0.0,3.1,4.6,1.5,3.0,1
789,1,0.72,0.0,0.05,0.15,0.18,1.0,2.0,1.0,1.6,6
790,1,1.1,0.0,0.03,0.08,0.1,0.7,2.0,1.3,1.5,9
791,1,0.92,0.0,0.04,0.1,0.15,0.7,2.1,1.4,1.3,4
792,1,0.86,0.0,0.04,0.1,0.13,0.7,2.1,1.4,1.2,6
793,1,0.9,0.0,0.03,0.09,0.12,0.7,2.1,1.4,1.4,5
794,1,0.97,0.0,0.04,0.09,0.13,0.4,2.1,1.7,1.4,8
795,1,1.18,0.0,0.04,0.1,0.12,1.0,2.1,1.1,1.4,12
796,1,0.94,0.0,0.04,0.1,0.15,0.8,2.1,1.3,1.3,13
797,1,1.24,0.0,0.02,0.06,0.09,0.8,2.1,1.3,1.5,7
798,1,1.05,0.0,0.04,0.1,0.17,0.5,2.1,1.6,1.5,8
799,1,1.32,0.0,0.05,0.11,0.2,1.0,2.1,1.1,2.8,8
800,1,1.05,0.0,0.04,0.1,0.18,1.0,2.3,1.3,3.0,16
801,1,1.3,0.0,0.03,0.06,0.11,1.1,2.2,1.1,1.5,11
802,1,0.83,0.0,0.05,0.12,0.18,0.4,2.3,1.9,2.1,8
803,1,0.96,0.0,0.05,0.13,0.21,1.0,2.2,1.2,1.4,4
804,1,0.97,0.0,0.04,0.05,0.17,1.1,2.3,1.2,1.3,8
805,1,1.24,0.0,0.03,0.08,0.11,1.0,2.3,1.3,2.0,22
806,1,0.74,0.0,0.05,0.13,0.2,0.4,2.2,1.8,1.6,6
807,1,1.23,0.0,0.06,0.14,0.23,0.4,2.2,1.8,2.1,10
808,1,1.05,0.0,0.05,0.12,0.22,0.5,2.2,1.7,2.8,6
809,1,0.86,0.0,0.06,0.15,0.25,0.4,2.2,1.8,1.6,4
810,1,1.0,0.0,0.06,0.14,0.23,0.4,2.2,1.8,1.5,5
811,1,0.47,0.0,0.03,0.08,0.12,0.7,2.2,1.5,1.3,5
812,1,0.96,0.0,0.04,0.1,0.18,0.4,2.2,1.8,1.4,9
813,1,1.0,0.0,0.04,0.06,0.21,0.4,2.2,1.8,1.6,11
814,1,1.1,0.0,0.04,0.11,0.17,0.5,2.3,1.8,1.6,7
815,1,0.84,0.0,0.06,0.12,0.23,0.4,2.3,1.9,1.5,8
816,1,0.87,0.0,0.04,0.1,0.12,0.8,2.2,1.4,1.4,3
817,1,1.2,0.0,0.04,0.11,0.15,0.4,2.3,1.9,1.7,13
818,1,1.26,0.0,0.05,0.12,0.19,0.6,2.3,1.7,1.5,11
819,1,0.8,0.0,0.03,0.05,0.12,0.4,2.3,1.9,1.3,5
820,1,1.3,0.0,0.08,0.2,0.28,1.0,2.3,1.3,2.5,12
821,1,0.83,0.0,0.04,0.12,0.15,0.7,2.2,1.5,1.6,13
822,1,1.13,0.0,0.06,0.15,0.24,0.7,2.1,1.4,2.1,12
823,1,1.2,0.0,0.04,0.12,0.15,0.7,2.1,1.4,2.2,18
824,1,1.15,0.0,0.06,0.18,0.21,0.7,2.2,1.5,2.1,12
825,1,1.15,0.0,0.07,0.17,0.27,0.7,2.2,1.5,2.8,11
826,1,1.5,0.0,0.07,0.16,0.25,0.7,2.2,1.5,2.6,13
827,1,0.96,0.0,0.07,0.18,0.24,0.6,2.2,1.6,2.2,12
828,1,1.25,0.0,0.09,0.16,0.38,1.0,2.2,1.2,3.0,2
829,1,1.38,0.0,0.07,0.1,0.32,1.0,2.3,1.3,3.5,14
830,1,1.65,0.0,0.06,0.15,0.22,1.0,2.0,1.0,3.0,15
831,1,1.8,0.0,0.07,0.17,0.28,1.3,2.4,1.1,3.8,13
832,1,1.9,0.0,0.06,0.12,0.25,1.2,2.3,1.1,2.8,13
833,1,1.1,0.0,0.05,0.1,0.22,1.0,2.3,1.3,3.1,12
834,1,1.6,0.0,0.06,0.1,0.25,0.7,2.3,1.6,2.4,13
835,1,2.0,0.0,0.05,0.15,0.17,1.0,2.2,1.2,3.0,21
836,1,1.2,0.0,0.07,0.18,0.23,0.7,2.1,1.4,3.0,11
837,1,1.5,0.0,0.04,0.1,0.18,1.0,2.3,1.3,2.2,13
838,1,1.15,0.0,0.03,0.08,0.13,1.0,2.3,1.3,2.1,21
839,1,1.45,0.0,0.07,0.18,0.26,1.0,2.1,1.1,3.5,17
840,1,1.62,0.0,0.06,0.16,0.24,1.0,2.3,1.3,3.5,17
841,1,1.27,0.0,0.06,0.1,0.28,1.0,2.3,1.3,2.6,13
842,1,1.4,0.0,0.04,0.1,0.12,1.0,2.3,1.3,3.0,16
843,1,1.0,0.0,0.05,0.11,0.2,1.0,2.1,1.1,2.2,8
844,1,1.0,0.0,0.04,0.12,0.16,1.0,2.0,1.0,1.8,14
845,1,0.82,0.0,0.05,0.13,0.17,1.0,2.0,1.0,2.2,6
846,1,1.3,0.0,0.05,0.14,0.18,1.0,2.0,1.0,1.7,11
847,1,1.05,0.0,0.07,0.18,0.27,1.0,2.1,1.1,2.3,7
848,1,1.36,0.0,0.04,0.08,0.17,1.0,2.2,1.2,2.3,22
849,1,1.22,0.0,0.04,0.1,0.12,1.0,2.2,1.2,2.1,13
850,1,0.97,0.0,0.04,0.1,0.18,1.0,2.2,1.2,2.1,8
851,1,0.96,0.0,0.04,0.1,0.12,1.0,2.2,1.2,1.4,12
852,1,1.15,0.0,0.03,0.08,0.13,1.0,2.2,1.2,2.3,12
853,1,1.27,0.0,0.04,0.05,0.18,0.8,2.1,1.3,3.0,9
854,1,1.2,0.0,0.04,0.05,0.2,1.0,2.2,1.2,2.1,11
855,1,1.13,0.0,0.05,0.1,0.22,0.7,2.0,1.3,2.2,10
856,1,1.0,0.0,0.03,0.07,0.13,0.7,2.0,1.3,1.5,9
857,1,1.0,0.0,0.04,0.12,0.14,0.6,2.0,1.4,1.4,7
858,1,1.05,0.0,0.03,0.05,0.11,0.7,2.1,1.4,1.4,7
859,1,1.15,0.0,0.02,0.05,0.1,0.7,2.1,1.4,1.8,13
860,1,0.96,0.0,0.04,0.1,0.13,0.7,2.0,1.3,2.3,6
861,1,0.85,0.0,0.03,0.06,0.1,0.8,2.0,1.2,1.4,6
862,1,1.08,0.0,0.03,0.07,0.1,0.7,2.0,1.3,1.4,8
863,1,1.03,0.0,0.03,0.06,0.11,1.0,1.9,0.9,2.0,11
864,1,1.34,0.0,0.04,0.11,0.12,0.9,2.2,1.3,3.0,21
865,1,0.6,0.0,0.04,0.08,0.2,1.6,2.1,0.5,2.8,8
866,1,1.25,0.0,0.06,0.12,0.25,1.0,2.3,1.3,1.5,12
867,1,1.03,0.0,0.05,0.12,0.18,0.7,2.2,1.5,1.5,9
868,1,1.3,0.0,0.09,0.25,0.3,0.7,2.1,1.4,2.1,9
869,1,1.13,0.0,0.07,0.18,0.25,0.8,2.1,1.3,2.3,11
870,1,1.1,0.0,0.05,0.1,0.22,1.0,2.2,1.2,1.4,14
871,1,1.33,0.0,0.07,0.17,0.28,1.0,2.2,1.2,3.0,12
872,1,1.23,0.0,0.06,0.17,0.21,0.9,2.2,1.3,3.0,15
873,1,1.17,0.0,0.05,0.1,0.2,0.8,2.1,1.3,3.5,12
874,1,1.1,0.0,0.04,0.12,0.15,1.0,2.1,1.1,3.0,16
875,1,1.35,0.0,0.05,0.12,0.17,1.0,2.1,1.1,2.8,14
876,1,0.95,0.0,0.07,0.18,0.25,0.6,2.0,1.4,1.5,5
877,1,0.4,0.0,0.05,0.1,0.19,1.5,2.0,0.5,2.2,5
878,1,1.25,0.0,0.06,0.15,0.21,1.0,2.0,1.0,2.2,3
879,1,1.12,0.0,0.04,0.1,0.13,0.7,2.1,1.4,2.3,9
880,1,0.9,0.0,0.04,0.1,0.18,1.0,2.1,1.1,2.8,7
881,1,0.86,0.0,0.05,0.12,0.21,1.0,2.0,1.0,3.1,11
882,1,1.68,0.0,0.07,0.2,0.27,1.0,2.1,1.1,3.5,18
883,1,1.85,0.0,0.04,0.1,0.16,1.0,2.1,1.1,1.4,9
884,1,1.1,0.0,0.03,0.05,0.13,1.0,2.2,1.2,1.5,12
885,1,1.3,0.0,0.06,0.18,0.22,0.7,2.2,1.5,2.5,13
886,1,1.24,0.0,0.05,0.15,0.17,1.0,2.2,1.2,2.2,18
887,1,0.86,0.0,0.06,0.1,0.3,1.0,2.2,1.2,2.3,12
888,1,1.82,0.0,0.06,0.15,0.21,1.0,2.3,1.3,2.1,4
889,1,2.05,0.0,0.08,0.2,0.32,1.0,2.4,1.4,2.2,8
890,1,2.1,0.0,0.06,0.15,0.2,1.0,2.4,1.4,2.5,17
891,1,2.2,0.0,0.08,0.21,0.27,1.0,2.4,1.4,3.1,12
892,1,1.67,0.0,0.12,0.28,0.45,1.8,2.4,0.6,3.0,7
893,1,1.9,0.0,0.07,0.2,0.27,1.5,2.4,0.9,2.3,13
894,1,2.34,0.0,0.1,0.24,0.36,1.5,2.4,0.9,2.8,9
895,1,1.7,0.0,0.08,0.22,0.31,1.4,2.4,1.0,3.4,14
896,1,2.0,0.0,0.07,0.21,0.23,1.0,2.3,1.3,2.2,15
897,1,1.92,0.0,0.07,0.18,0.27,1.0,2.3,1.3,3.2,16
898,1,2.72,0.0,0.11,0.27,0.4,1.0,2.3,1.3,4.2,17
899,1,1.95,0.0,0.07,0.18,0.23,1.0,2.4,1.4,2.7,15
900,1,1.85,0.0,0.06,0.15,0.2,1.3,2.4,1.1,3.5,7
901,1,2.1,0.0,0.08,0.2,0.33,1.2,2.4,1.2,3.0,11
902,1,1.68,0.0,0.04,0.1,0.16,1.0,2.4,1.4,2.1,12
903,1,2.5,0.0,0.09,0.2,0.35,1.2,2.4,1.2,2.1,11
904,1,2.15,0.0,0.07,0.18,0.27,1.2,2.4,1.2,2.1,10
905,1,1.9,0.0,0.07,0.18,0.23,1.2,2.4,1.2,3.5,12
906,1,2.36,0.0,0.43,1.12,1.56,6.0,11.0,5.0,13.0,5
907,1,1.9,0.0,0.27,0.8,0.87,6.0,11.0,5.0,9.5,3
908,1,1.25,1.35,0.43,0.0,0.0,4.0,9.0,5.0,7.0,1
909,1,1.57,0.0,0.3,0.66,1.2,4.0,9.0,5.0,6.8,4
910,1,1.45,0.0,0.32,0.67,1.35,4.0,9.0,5.0,8.0,2
911,1,1.35,0.0,0.25,0.77,0.8,4.0,8.5,4.5,8.3,2
912,1,1.3,0.0,0.28,0.85,0.9,4.0,9.0,5.0,7.1,2
913,1,1.7,0.0,0.24,0.42,1.06,4.0,8.0,4.0,7.7,4
914,1,1.5,0.0,0.3,0.9,0.96,4.0,9.0,5.0,7.8,5
915,2,1.27,0.0,0.07,0.22,0.25,3.0,6.0,3.0,4.8,6
916,1,2.1,0.0,0.08,0.2,0.28,1.0,2.4,1.4,3.0,11
917,1,0.8,0.0,0.04,0.1,0.12,1.0,2.4,1.4,2.5,7
918,1,2.15,0.0,0.04,0.1,0.15,1.0,2.4,1.4,2.1,12
919,1,1.9,0.0,0.06,0.15,0.21,1.0,2.4,1.4,2.8,13
920,1,2.1,0.0,0.05,0.09,0.2,1.0,2.4,1.4,2.6,15
921,1,2.3,0.0,0.09,0.25,0.3,1.0,2.4,1.4,1.8,8
922,1,1.85,0.0,0.05,0.16,0.18,1.0,2.4,1.4,1.8,11
923,1,2.2,0.0,0.06,0.16,0.22,1.0,2.4,1.4,1.5,12
924,1,1.75,0.0,0.06,0.15,0.23,1.0,2.4,1.4,2.8,13
925,1,2.4,0.0,0.04,0.08,0.15,1.0,2.4,1.4,2.3,9
926,1,2.2,0.0,0.04,0.1,0.17,1.0,2.4,1.4,2.9,14
927,1,2.3,0.0,0.06,0.1,0.3,1.0,2.3,1.3,4.8,15
928,1,2.2,0.0,0.04,0.1,0.14,1.0,2.1,1.1,2.8,11
929,1,1.4,0.0,0.03,0.05,0.11,0.7,2.1,1.4,2.2,9
930,1,1.1,0.0,0.05,0.12,0.18,0.7,2.2,1.5,2.7,13
931,1,2.3,0.0,0.04,0.1,0.13,1.0,2.2,1.2,2.0,13
932,1,1.5,0.0,0.04,0.1,0.16,0.8,2.2,1.4,2.3,7
933,1,1.95,0.0,0.06,0.12,0.27,1.5,2.4,0.9,2.2,8
934,1,0.9,0.0,0.03,0.05,0.14,1.0,2.2,1.2,1.6,9
935,1,2.1,0.0,0.03,0.05,0.12,0.8,2.2,1.4,3.5,18
936,1,2.3,0.0,0.07,0.18,0.27,0.7,2.2,1.5,2.5,17
937,1,2.0,0.0,0.06,0.15,0.21,0.7,2.2,1.5,2.1,15
938,1,0.78,0.0,0.04,0.08,0.17,1.0,2.2,1.2,2.1,7
939,1,1.9,0.0,0.02,0.05,0.1,0.8,2.2,1.4,2.0,15
940,1,0.7,0.0,0.04,0.08,0.18,0.7,2.2,1.5,1.5,9
941,1,0.88,0.0,0.02,0.05,0.07,0.8,2.1,1.3,1.6,11
942,1,2.1,0.0,0.02,0.05,0.1,1.0,2.2,1.2,1.4,18
943,1,0.65,0.0,0.03,0.07,0.12,0.8,2.1,1.3,1.4,13
944,1,0.78,0.0,0.03,0.05,0.11,0.8,2.3,1.5,1.1,6
945,1,2.25,0.0,0.05,0.12,0.18,0.7,2.2,1.5,1.5,12
946,1,1.5,0.0,0.05,0.13,0.21,1.0,2.3,1.3,1.5,8
947,1,0.8,0.0,0.07,0.18,0.27,1.0,2.3,1.3,1.5,6
948,1,1.9,0.0,0.06,0.17,0.22,0.8,2.2,1.4,2.8,9
949,1,1.0,0.0,0.05,0.12,0.21,0.8,2.2,1.4,2.8,9
950,1,1.1,0.0,0.05,0.1,0.2,0.7,2.2,1.5,2.1,14
951,1,1.05,0.0,0.04,0.05,0.21,0.7,2.2,1.5,3.0,11
952,1,2.1,0.0,0.03,0.06,0.14,0.6,2.1,1.5,2.8,12
953,1,0.85,0.0,0.03,0.07,0.1,0.7,2.2,1.5,1.5,12
954,1,0.95,0.0,0.03,0.06,0.13,0.6,2.2,1.6,2.1,9
955,1,2.15,0.0,0.06,0.12,0.23,0.8,2.1,1.3,3.7,15
956,1,1.95,0.0,0.07,0.15,0.26,0.7,2.1,1.4,2.0,14
957,1,0.9,0.0,0.03,0.05,0.11,0.5,2.1,1.6,1.2,5
958,1,0.5,0.0,0.04,0.05,0.18,0.5,2.1,1.6,1.5,2
959,1,1.6,0.0,0.04,0.1,0.15,0.6,2.1,1.5,1.5,15
960,1,0.98,0.0,0.05,0.11,0.21,0.5,2.2,1.7,2.0,6
961,1,1.8,0.0,0.06,0.15,0.24,1.0,2.1,1.1,1.5,5
962,1,0.9,0.0,0.05,0.1,0.2,0.5,2.1,1.6,2.1,6
963,1,1.9,0.0,0.04,0.1,0.17,0.5,2.1,1.6,2.2,5
964,1,1.1,0.0,0.05,0.12,0.21,0.4,2.1,1.7,2.8,11
965,1,0.7,0.0,0.05,0.15,0.18,0.8,2.4,1.6,1.5,6
966,1,1.15,0.0,0.05,0.12,0.22,0.8,2.4,1.6,2.0,5
967,1,1.3,0.0,0.04,0.1,0.14,0.4,2.4,2.0,1.8,12
968,1,1.4,0.0,0.14,0.2,0.7,0.7,2.6,1.9,2.8,13
969,1,1.4,0.0,0.04,0.08,0.17,0.8,2.6,1.8,3.5,15
970,1,1.15,0.0,0.03,0.04,0.12,0.07,2.4,2.33,3.0,17
971,1,1.13,0.0,0.02,0.04,0.1,0.7,2.1,1.4,1.5,10
972,1,1.2,0.0,0.02,0.05,0.08,1.0,2.1,1.1,1.4,13
973,1,1.08,0.0,0.03,0.05,0.11,0.7,2.0,1.3,1.4,8
974,1,1.85,0.0,0.03,0.08,0.11,0.7,2.0,1.3,2.1,10
975,1,1.03,0.0,0.06,0.15,0.2,0.8,2.0,1.2,2.1,11
976,1,1.07,0.0,0.04,0.05,0.18,0.7,1.8,1.1,2.2,9
977,1,0.97,0.0,0.03,0.07,0.11,0.7,1.8,1.1,2.1,8
978,1,0.95,0.0,0.02,0.05,0.08,0.8,1.8,1.0,1.5,7
979,1,0.96,0.0,0.03,0.07,0.12,0.5,1.8,1.3,1.6,7
980,1,0.78,0.0,0.03,0.08,0.1,0.5,1.9,1.4,2.2,5
981,1,1.2,0.0,0.11,0.1,0.6,1.0,1.8,0.8,2.0,6
982,1,1.07,0.0,0.06,0.12,0.23,0.8,1.9,1.1,2.2,4
983,1,0.86,0.0,0.02,0.04,0.08,0.7,1.9,1.2,2.0,10
984,1,0.85,0.0,0.03,0.08,0.11,0.6,1.9,1.3,2.2,12
985,1,1.36,0.0,0.04,0.1,0.15,0.8,1.9,1.1,2.3,7
986,1,0.86,0.0,0.04,0.12,0.15,0.5,2.0,1.5,2.2,9
987,1,1.05,0.0,0.03,0.05,0.15,0.7,2.0,1.3,2.1,6
988,1,1.25,0.0,0.05,0.1,0.21,0.5,2.0,1.5,2.2,11
989,1,1.3,0.0,0.06,0.1,0.3,0.05,2.0,1.95,2.3,6
990,1,1.0,0.0,0.03,0.04,0.12,0.5,2.0,1.5,2.1,14
991,1,1.42,0.0,0.06,0.12,0.28,0.8,2.0,1.2,3.5,13
992,1,1.16,0.0,0.04,0.1,0.18,0.8,2.2,1.4,2.0,14
993,1,0.87,0.0,0.05,0.11,0.21,1.0,2.2,1.2,2.0,7
994,1,1.47,0.0,0.05,0.1,0.19,0.7,2.3,1.6,2.5,16
995,1,1.15,0.0,0.06,0.15,0.24,0.7,2.1,1.4,3.1,6
996,1,1.07,0.0,0.04,0.07,0.17,1.6,2.3,0.7,3.0,16
997,1,1.3,0.0,0.04,0.08,0.15,1.0,2.3,1.3,2.1,18
998,1,1.3,0.0,0.04,0.1,0.17,0.5,2.2,1.7,3.0,19
999,1,1.42,0.0,0.06,0.12,0.28,0.6,2.3,1.7,3.7,12
1000,1,0.8,0.0,0.07,0.2,0.25,0.5,2.3,1.8,2.4,9
1001,1,1.32,0.0,0.03,0.08,0.12,1.0,2.4,1.4,1.5,14
1002,1,1.1,0.0,0.05,0.1,0.23,1.0,2.4,1.4,2.0,16
1003,1,1.0,0.0,0.07,0.13,0.28,0.9,2.4,1.5,1.4,12
1004,1,1.0,0.0,0.06,0.15,0.2,1.0,2.4,1.4,1.4,9
1005,1,0.96,0.0,0.04,0.1,0.17,1.0,2.3,1.3,2.0,12
1006,1,0.9,0.0,0.06,0.16,0.2,1.0,2.4,1.4,1.4,13
1007,1,0.92,0.0,0.07,0.16,0.28,1.2,2.4,1.2,1.5,12
1008,1,1.17,0.0,0.04,0.05,0.18,0.8,2.4,1.6,1.3,10
1009,1,1.45,0.0,0.06,0.11,0.25,1.3,2.3,1.0,3.0,17
1010,1,1.38,0.0,0.07,0.14,0.3,1.3,2.1,0.8,3.6,19
1011,1,1.43,0.0,0.05,0.08,0.26,1.2,2.1,0.9,4.2,24
1012,1,1.5,0.0,0.06,0.15,0.23,0.9,2.3,1.4,3.0,21
1013,1,1.6,0.0,0.03,0.05,0.13,1.0,2.3,1.3,2.0,18
1014,1,1.52,0.0,0.02,0.05,0.1,0.7,2.3,1.6,1.5,22
1015,1,0.88,0.0,0.04,0.1,0.14,1.0,2.3,1.3,1.4,11
1016,1,1.06,0.0,0.06,0.15,0.21,0.9,2.1,1.2,1.4,10
1017,1,1.2,0.0,0.07,0.17,0.25,1.0,2.0,1.0,3.5,15
1018,1,1.15,0.0,0.03,0.05,0.12,1.0,1.9,0.9,3.6,23
1019,1,0.7,0.0,0.05,0.12,0.18,0.8,1.8,1.0,2.1,7
1020,1,0.85,0.0,0.05,0.12,0.18,0.5,1.9,1.4,1.5,9
1021,1,0.52,0.0,0.05,0.11,0.18,0.5,1.9,1.4,2.2,4
1022,1,0.75,0.0,0.07,0.18,0.27,1.0,1.9,0.9,2.2,3
1023,1,0.75,0.0,0.07,0.18,0.27,0.5,2.0,1.5,2.2,8
1024,1,1.0,0.0,0.05,0.1,0.23,0.5,2.0,1.5,2.2,12
1025,1,0.7,0.0,0.05,0.14,0.18,0.5,2.0,1.5,2.1,6
1026,1,0.85,0.0,0.14,0.2,0.7,0.5,2.0,1.5,2.2,6
1027,1,0.48,0.0,0.07,0.17,0.26,0.7,1.9,1.2,1.4,5
1028,1,0.55,0.0,0.04,0.1,0.17,0.5,2.0,1.5,1.4,5
1029,1,0.8,0.0,0.04,0.1,0.18,0.7,2.0,1.3,1.7,11
1030,1,1.2,0.0,0.05,0.12,0.18,0.5,2.0,1.5,2.3,18
1031,2,0.67,0.42,0.13,0.0,0.0,2.8,4.6,1.8,4.5,1
1032,1,0.8,0.0,0.04,0.1,0.13,0.5,2.1,1.6,1.5,12
1033,1,0.9,0.0,0.05,0.12,0.18,0.5,2.1,1.6,2.6,10
1034,1,1.0,0.0,0.06,0.15,0.21,0.2,1.5,1.3,3.0,13
1035,1,1.25,0.0,0.07,0.18,0.28,0.5,2.0,1.5,2.8,7
1036,1,1.1,0.0,0.02,0.05,0.08,0.5,2.0,1.5,2.1,7
1037,1,0.6,0.0,0.04,0.1,0.15,0.5,2.0,1.5,1.4,7
1038,1,0.6,0.0,0.06,0.16,0.2,0.5,2.0,1.5,1.4,3
1039,1,0.7,0.0,0.04,0.08,0.14,0.5,2.1,1.6,1.6,8
1040,1,0.62,0.0,0.05,0.13,0.18,0.5,2.1,1.6,2.4,5
1041,1,0.68,0.0,0.05,0.1,0.23,0.5,2.1,1.6,1.4,9
1042,1,0.58,0.0,0.04,0.1,0.17,0.5,2.1,1.6,1.5,8
1043,1,0.74,0.0,0.05,0.13,0.18,0.5,2.1,1.6,1.4,7
1044,1,0.95,0.0,0.05,0.13,0.2,0.5,2.1,1.6,2.0,6
1045,1,0.62,0.0,0.04,0.1,0.14,0.5,2.0,1.5,1.4,6
1046,1,0.8,0.0,0.05,0.12,0.18,0.5,2.0,1.5,1.5,12
1047,1,0.6,0.0,0.02,0.05,0.1,0.5,2.0,1.5,1.4,9
1048,1,0.55,0.0,0.05,0.1,0.21,0.5,2.1,1.6,1.3,16
1049,1,0.7,0.0,0.06,0.15,0.22,0.5,2.1,1.6,1.5,7
1050,1,1.2,0.0,0.05,0.16,0.18,0.5,2.1,1.6,3.6,11
1051,1,0.9,0.0,0.07,0.18,0.23,0.5,2.0,1.5,3.5,7
1052,1,0.7,0.0,0.02,0.05,0.08,0.5,2.0,1.5,2.2,8
1053,1,0.68,0.0,0.04,0.1,0.18,0.5,2.0,1.5,1.5,8
1054,1,0.63,0.0,0.02,0.04,0.08,0.5,2.0,1.5,1.4,6
1055,1,0.78,0.0,0.03,0.05,0.13,0.5,2.0,1.5,2.3,9
1056,1,0.67,0.0,0.06,0.17,0.23,0.5,2.0,1.5,2.1,6
1057,1,0.97,0.0,0.02,0.05,0.1,0.5,2.0,1.5,1.3,11
1058,1,1.1,0.0,0.05,0.11,0.18,0.5,2.0,1.5,2.3,8
1059,1,1.0,0.0,0.05,0.12,0.19,0.5,2.0,1.5,2.8,9
1060,1,0.55,0.0,0.04,0.13,0.15,0.5,2.0,1.5,1.3,8
1061,1,0.58,0.0,0.02,0.04,0.1,0.5,2.1,1.6,1.5,9
1062,1,1.3,0.0,0.07,0.17,0.26,0.5,2.0,1.5,1.5,9
